NEE,NEV,Count
Oklahoma City,Thành phố Oklahoma,6
Oklahoma City,Timothy McVeigh,1
Oklahoma City,phiên tòa Denver,1
Olde England,nước Anh,1
Olive,Kate,1
Olive,Olive,1
Olive,Peter,1
Olivier,Olivier,1
Ongkili,Cộng hòa Quần đảo Marshall,1
Ongkili,Kwajalein Atoll,1
Ongkili,Ongkili,1
Ophelia,Ophelia,1
Oprah,Mỹ,1
Oprah,Oprah,1
Oregon,Andy Bleiler,1
Oregon,Clark,1
Oregon,Lewinsky,1
Oregon,Oregon,2
Oregon,Portland,1
Oregon,Starr,1
Oregon,Đại học Lewis,1
Orelon Sidney,CNN,1
Orelon Sidney,Orelon Sidney,2
Oriental Trading Co,Công ty thương mại Phương Đông,1
Oriental Trading Company,Công ty Thương mại Phương Đông,1
Oriental Trading Company,William Trương,1
Orlando,Cleveland,1
Orlando,Minnesota,1
Orlando,New Jersey,1
Orlando,New York,1
Orly,Orly,1
Ortega,Cuba Ortega,1
Ortega,Giáo Hội,1
Ortega,Havana,1
Ortega,Đức Hồng Y,1
Osaka,Osaka,3
Osaka,Ôsaka,1
Oscar Wilde,Oscar Wilde,1
Oslo,Birmingham,1
Oslo,Hull,1
Oslo,Na Uy,1
Oslo,Oslo,2
Ottawa,Calgary,1
Ottawa,Ottawa,2
Ottawa,Philadelphia,1
Ottawa,Quảng Châu,1
Ovett,đội Anh,1
Oxford,Avon,1
Oxford,Cambridge,1
Oxford,London,7
Oxford,Luân Đôn,1
Oxford,Luân Đôn đến Birmingham,1
Oxford,Oxford,21
Oxford,Richard Harries,1
Oxford,Stratford,1
Oxford,Worcester,1
Oxford,trường cao đẳng Balliol,1
Oxford,trường Đại học Oxford,1
Oxford,trường đại học Oxford,3
Oxford,đội Oxford,1
Oxford Street,đường Oxford,1
Oxford University,Đại học Oxford,1
Oxford University Press,Oxford University Press,1
PAA,B,1
PAA,Paul,1
PNNL,Ngô Đặng Nhân,1
PVI,PVI,1
Paal,Mỹ,1
Paal,Paal,1
Paal,Trung Quốc,1
Pacific,Mỹ,1
Pacific,Thái Bình Dương,4
Pacific Company,John Green,1
Pacific Company,công ty Paciffic,1
Pacific Islands,Thái Bình Dương,1
Pacific Ocean,Thái Bình Dương,2
Pacific Oceans,đại Tây Dương đến Thái Bình Dương,1
Packers,Lambeau Field,1
Packers,Packers,3
Pakistan,Bhutto,1
Pakistan,Pakistan,6
Pakistan,cảnh sát Pakistan,1
Pakistan,vùng Ấn Độ,2
Palestinian,Palestine Yasser Arafat,2
Palestinian,Trung Đông,1
Palestinian,Washington,1
Palm Springs,ABC News,1
Palm Springs,Brian Rooney,1
Palm Springs,California,1
Palm Springs,Palm Springs,2
Palm Springs,Sonny Bono,1
Palos,Palos,2
Palos,Tây Ban Nha,1
Panama,Panama,1
Panama,Suez,1
Panetta,ABC News,1
Panetta,California,1
Panetta,Clinton,1
Panetta,Lewinsky,1
Panetta,Nhà Trắng sau khi Panetta,1
Panetta,Panetta,3
Panetta,Đảng Roy Romer,1
Pangetsu,ASEAN,2
Pangetsu,Pangestu,1
Paris,Hiệp ước hòa bình Paris,1
Paris,Jean,1
Paris,La Mã,1
Paris,London,6
Paris,Louvre,1
Paris,Luân Đôn,2
Paris,Lyons,1
Paris,New York,1
Paris,Pari,19
Paris,Paris,44
Paris,Pháp,4
Paris,Pierre,1
Paris,Rome,3
Paris,Sarah,1
Paris,Scotland,1
Paris,Xcốtlen,1
Park Road,London,1
Parliament,Algérie,1
Parliament,Levy,1
Parliament,Mỹ,1
Parliament,Netanyahu,1
Parliament,Nghị Viện,1
Parliament,Nghị viện Anh,1
Parliament,Quốc Hội,1
Parliament,Quốc hội,1
Parrish,Parrish,2
Patricia,Patricia,1
Patricia Rotea Galindo,Havana,1
Patricia Rotea Galindo,Patricia Rotea Galindo,1
Patrick Thomas,Patrick Thomas,1
Patrick Thomas,Portsmouth,1
Paul,B,1
Paul,James,1
Paul,Paul,10
Paul,Peter,1
Paul,Richard,1
Paul,bệnh viện Saint Paul,1
Paul Begala,Cokie,1
Paul Begala,Nhà Trắng,1
Paul Begala,Paul Begala,1
Paul Begala,Sam,1
Paul Begala,Tổng thống Clinton,1
Paul Cezanne,Paul Cezanne,1
Paul Newman,Paul Newman,1
Paul Newman,Robert Redford,1
Paula,Paula,1
Paula Jones,Clinton,1
Paula Jones,Lewinsky,3
Paula Jones,Monica Lewinsky,2
Paula Jones,Nhà Trắng,2
Paula Jones,Paula Jones,8
Paula Jones,Starr,2
Paula Jones,Tripp,1
Paula Jones,Viện Rutherford,1
Pechtold,Pechtold,2
Pegasus,Draco,1
Pegasus,Phi Mã,1
Pegasus,Thiên Long,1
Pegasus,Tiểu Hùng Tinh,1
Pegasus,Ursa Major,1
Pegasus,Ursa Minor,1
Pegasus,Đại Hùng Tinh,1
Pegasus,Đại Khuyển,1
Pentagon,ABC,1
Pentagon,ABC News,1
Pentagon,John McWethy,1
Pentagon,Ken Starr,1
Pentagon,Lewinsky,1
Pentagon,Linda Tripp,1
Pentagon,Lầu Năm Góc,3
Pentagon,Monica Lewinsky,1
Pentagon,Mỹ,1
Pentagon,Nhà Trắng,1
Pentagon,Tripp,1
Pentagon,Việt Nam,1
Pentagon City,Lewinsky,1
Pentagon City,Mỹ,1
Pentagon City,Ritz Carlton,1
Pentagon City,Thành phố Lầu Năm Góc,1
People 's Bank of China,Ngân Hàng,1
People 's Bank of China,Ngân hàng Nhân Dân Trung Quốc làm ngân hàng trung ương,1
People 's Bank of China,Trung Quốc,1
People 's Bank of China,nhânDân Trung Quốc là ngân hàng trung ương Trung Quốc,1
People 's Construction Bank of China,ngân hàng Nông nghiệp Trung Quốc,1
People 's Construction Bank of China,ngân hàng Trung Quốc,1
People 's Construction Bank of China,ngân hàng Xây dựng Nhân dân Trung Quốc,1
Percy Grainger,Anh,1
Percy Grainger,Percy Grainger,1
Peregrine,Indonesia,1
Peregrine,Peregrine,1
Peregrine,châu Á,1
Peregrine Investment Bank,Hong Kong,1
Peregrine Investment Bank,Ngân hàng Đầu tư Peregrine,1
Peregrine Investment Bank,châu Á,1
Perkins,Johnny Cash,1
Perkins,Perkins,2
Persia,Ba Tư,1
Persia,Cyrus,1
Persian Gulf,Bộ trưởng Quốc phòng Cohen,1
Persian Gulf,Hội đồng Bảo an LHQ,1
Persian Gulf,Mỹ,1
Persian Gulf,Vịnh Ba Tư,1
Peru,Peru,2
Peru,Sandra,1
Peru,Simona,1
Peru,Tây Ban Nha,1
Peru,Wenning,1
Pervez Musharaff,Pervez Musharaff,1
Peter,ABC News,1
Peter,Bob,1
Peter,Clinton,1
Peter,George,1
Peter,Ginsburg,1
Peter,Graham,1
Peter,Harry,1
Peter,Havana,1
Peter,Jackie,1
Peter,Jackie Judd,1
Peter,James,1
Peter,John,3
Peter,Kate,1
Peter,Liên Hợp Quốc,1
Peter,Mary,3
Peter,Monica Lewinsky,1
Peter,New York,1
Peter,Nhà Trắng,1
Peter,Olive,1
Peter,Peter,40
Peter,Sam,1
Peter,Sarah,1
Peter,Starr,1
Peter,Tom Coburn,1
Peter,Tổng thống Clinton,1
Peter,Washington,1
Peter Brown,Peter Brown,1
Peter Browns,Peter Brown,1
Peter Jennings,ABC News,1
Peter Jennings,Cuba,1
Peter Jennings,Havana,1
Peter Jennings,New York,5
Peter Jennings,Peter Jennings,13
Peter Jennings,Thứ Hai,1
Peter Jennings,Thứ Năm,1
Peter Jennings,Thứ Sáu Tháng,1
Peter Jennings,thế giới ABC News,4
Peter Jennings,"Đức Giáo Hoàng, Fidel Castro",1
Peter Lysholt Hansen,Đại sứ Đan Mạch Peter Lysholt Hansen,1
Peter Mitchell,Ngài Peter Mitchell,1
Pham Ngu Lao,Phạm Ngũ Lão,1
Phan Thiet,Phan Thiết,3
Philadelphia,Calgary,1
Philadelphia,Ottawa,1
Philadelphia,Philadelphia,1
Philippines,Philippines,1
Philippines,Sabah,1
Philippines,Sarawak,1
Phnom Penh,Campuchia,1
Phnom Penh,thủ đô Phnôm Pênh,1
Phoenix,NBA,1
Phoenix,Phoenix,1
Phoenix,Washington,1
Phomex,Anne Black,1
Phomex,Phomex,1
Phu Lang,Phù Lãng,1
Phu Quoc,Phú Quốc,1
Phu Quoc,Vịnh Hạ Long,1
Phu Quoc,Đà Lạt,1
Phu Quy Island,đảo Phú Quý,1
Phuc Sen,Phúc Sen,2
Phuc Sen,huyện Quảng Yên,1
Phuc Sen,tỉnh Cao Bằng,1
Phuc Sen,xã Phúc Sen,1
Phuong Luan,Phương Luân,2
Picasso,Picasso,3
Pierre,Paris,1
Pierre,Pierre,1
Pierre,Sarah,1
Pierre,Scotland,1
Pierre Curie,Marie,1
Pierre Curie,Pháp,1
Pierre Curie,Pierre Curie,1
Pippen,Pippen,1
Pisa,Tháp Pisa,1
Pittsburgh,Kordell Stewart,1
Pittsburgh,New England,1
Pittsburgh,Pittsburgh,1
Pluto,Hải,1
Poland,Ba Lan,5
Poland,Castro,1
Poland,Columbus,1
Poland,Mỹ,1
Poland,Nickels Koppernigk,1
Poland,châu Mỹ,1
Poland,trường Đại học Cracow,1
Poland,Đức,1
Poland,Đức Giáo Hoàng,1
Pope,Anh,1
Pope,Cuba,1
Pope,Cuba rằng Castro,1
Pope,Dryden,1
Pope,Pope,1
Pope,Swift,1
Pope,Đức Giáo Hoàng,1
Port Said,Aden,1
Port Said,Port Said,1
Port Said,phương Đông,1
Portland,Boston,1
Portland,Clark,1
Portland,Clippers,1
Portland,Houston,1
Portland,Milwaukee,1
Portland,Oregon,1
Portland,Portland,2
Portland,Đại học Lewis,1
Portsmouth,Patrick Thomas,1
Portsmouth,Portsmouth,2
Posuvalyuk,Nga,1
Posuvalyuk,Posuvalyuk,1
Prague,Prague,1
Prakash,Ấn Độ,1
Princeton,Bill Bradley,1
Princeton,Princeton,3
Princeton,Princeton Tiger,1
Propaganda Department,Trưởng Ban Tuyên huấn Đại đoàn 308,1
Przyluski,Przyluski,1
Przyluski,nước Phù Nam,1
Psomadakis,Hoa Kỳ,1
Psomadakis,Psomadakis,1
Public Broadcasting,Jim Lehrer,1
Public Broadcasting,Đài phát thanh Cộng,1
Public Broadcasting and National Public Radio,Liên bang,1
Public Broadcasting and National Public Radio,Đài Cộng đồng Quốc,1
Qian Long,Càn Long,2
Qian Long,Hoàng,1
Qian Long,Mông Cổ,1
Qian Long,Phái Vàng,1
Qian Long,Tây Tạng,1
Qin Shihuang,Hoàng,1
Qin Shihuang,Tần Thuỷ Hoàng,1
Qingming Road,Thanh Minh,1
Qomolangma,Li Liangjun,1
Qomolangma,Qomolangma,1
Qomolangma,Thung lũng sông Hồng,1
Quan Ju De,Toàn Tụ Đức,1
Quan Tri,Gio Linh,1
Quan Tri,tỉnh QuảngTrị,1
Quan Tri,xã Gio Thành,1
Quang Yen district,huyện Quảng Yên,1
Quang Yen district,tỉnh Cao Bằng,1
Quang Yen district,xã Phúc Sen,1
Quebec,ABC,1
Quebec,Burlington,1
Quebec,Canada,2
Quebec,Montreal,1
Quebec,Mort Dean,1
Quebec,New York,1
Quebec,Quebec,1
Quebec,Vermont,1
Quebec,Watertown,1
Queen Isabella,Columbus,1
Queen Isabella,Hoàng hâu Isabella,1
Queen Isabella,Vua Ferdinand,1
Queen Isabella,nước Tây Ban Nha,1
Queens,Anh,1
Queens,Borough,1
Queens,Hunters Point,1
Queens,Liên Hiệp Quốc,1
Queens,New Yorkđặt,1
Queens,Nữ hoàng Catherine,1
Queens,Queens,1
Queens,Sông Đông,1
Ramzi Yousef,New York,1
Randy Weaver,Randy Weaver,1
Raphael,Raphael,1
Raymond Seitz,Anh,1
Raymond Seitz,Ireland,1
Raymond Seitz,Jean Kennedy Smith,1
Raymond Seitz,Kennedy,1
Raymond Seitz,Mỹ,2
Raymond Seitz,Raymond Seitz,1
Reading University,Kahan,1
Reading University,Đại học Reading,1
Real Madrid,Real Madrid,1
Real Madrid,đội Manchester United,1
Real Madrid,đội Real Madrid,1
Rebecca,Martha,2
Rebecca,Rebecca,2
Rebecca Chase,ABC,2
Rebecca Chase,ABC News,3
Rebecca Chase,Atlanta,2
Rebecca Chase,Birmingham,1
Rebecca Chase,Rebecca Chase,5
Rebiya Kadeer,Khahar,1
Rebiya Kadeer,Rebiya Kadeer,1
Rebiya Kadeer,Roxingul,1
Red Dao,Dao Đỏ,1
Red River Valley,Li Liangjun,1
Red River Valley,Qomolangma,1
Red River Valley,Thung lũng sông Hồng,1
Red Sea,Biển Đỏ,1
Red Sea,Kênh Suez,1
Reds,Bạch Vệ,1
Reds,Hồng Quân,1
Reginald,Porky,1
Rembrandt,Rembrandt,3
Renny Harlin,Hollywood,1
Renny Harlin,Phần Lan,1
Renny Harlin,Renny Harlin,1
Reno,Bono,1
Reno,California,1
Reno,Reno,3
Reno,Thẩm phán Reno rằng Starr,2
Republic of Korea,Hoa Kỳ,1
Republic of Korea,Hàn Quốc,1
Republic of Korea,Hồng Kông,1
Republic of Korea,Nhật Bản,1
Republic of Korea,Pháp,1
Republic of Korea,Singapore,1
Republican House,Bono,1
Republican House,Hạ viện thuộc đảng cộng hòa Newt Gingrich,1
Revlon,American Express,1
Revlon,Betty Currie,1
Revlon,Jordan,1
Revlon,Revlon,1
Rex Barnett,New Delhi,1
Rex Barnett,Rex Barnett,1
Rhine River,sông Rhine,1
Rhonda Rowland,Atlanta,1
Rhonda Rowland,Rhonda Rowland,1
Ricardo Alarcon,Quốc hội Cuba,1
Ricardo Alarcon,Ricardo Alarcon,1
Richard,Dick,1
Richard,James,1
Richard,Paul,1
Richard,Richard,6
Richard,Robert,1
Richard Butler,Baghdad,2
Richard Butler,Chánh Thanh,3
Richard Butler,Hội đồng Bảo an LHQ rằng Iraq,1
Richard Butler,Hội đồng Bảo an rằng nhóm,1
Richard Butler,Kofi Annan,1
Richard Butler,LHQ,1
Richard Butler,Liên Hiệp Quốc,1
Richard Butler,Liên Hợp Quốc,2
Richard Butler,Richard Butler,4
Richard Butler,Ritter,1
Richard Gephardt,Clinton,1
Richard Gephardt,House,1
Richard Gephardt,Richard Gephardt,1
Richard Gizbert,ABC News,1
Richard Gizbert,London,1
Richard Gizbert,Richard Gizbert,1
Richard Harries,Richard Harries,1
Richard Lugar,ABC News,1
Richard Lugar,Richard Lugar,1
Richard Matsch,Nichols,1
Richard Matsch,Thẩm phán Richard Matsch,1
Ritter,Liên Hiệp Quốc,1
Ritter,Liên Hợp Quốc,1
Ritter,Richard Butler,1
Ritter,Ritter,2
Ritter,đoàn kiểm tra Ritter,2
Riverhead,Riverhead,1
Riverside,ABC,1
Riverside,California,1
Riverside,Michele Norris,1
Riverside,Riverside,1
Robert,Ann,2
Robert,Richard,1
Robert,Robert,5
Robert Bennett,Clinton,3
Robert Bennett,Clinton Robert Bennett,1
Robert Bennett,Jones,1
Robert Bennett,Nhà Trắng,2
Robert Bennett,Robert Bennett,2
Robert Bennett,Tripp,1
Robert Duvall,Bo Derek,1
Robert Duvall,Harrison Ford,1
Robert Duvall,Robert Duvall,1
Robert Krulwich,ABC,1
Robert Krulwich,ABC News,1
Robert Krulwich,Robert Krulwich,2
Robert Redford,Paul Newman,1
Robert Redford,Robert Redford,1
Robert Siegel,Mara Liasson,1
Robert Siegel,Nhà Trắng,1
Robert Siegel,Đài phát thanh Công cộng Quốc gia Robert Siegel,1
Robson,đường Robson,1
Roche,Bộ Y tế đã yêu cầu Roche,1
Rockies,Alaska,1
Rockies,Idaho,1
Rockies,Michigan,1
Rockies,Montana,1
Rockies,Rockies,1
Rockies,Wyoming,1
Rockies,rặng Rockies,1
Rocky Mountains,Sierra Nevada,1
Rocky Mountains,núi Rôcky,1
Rocky Mountains,rặng Appalachians,1
Rocky Mountains,rặng núi Rocky,1
Rod,Rod,1
Roger,Roger,2
Roland,Roland,1
Rolling Stones,Montreal,1
Rolling Stones,Rolling Stones,1
Rome,Air Canada,1
Rome,Caesar,1
Rome,Châu Âu,1
Rome,Florence,1
Rome,Hy Lạp,1
Rome,La Mã,8
Rome,London,1
Rome,Luân Đôn,1
Rome,Milan,1
Rome,Montreal,1
Rome,Munich,1
Rome,Pari,1
Rome,Paris,4
Rome,Roma,1
Rome,Rome,8
Rome,Rome qua Milan,1
Rome,Thánh Peter,1
Rome,Trung Đông,1
Rome,Tây Âu,1
Rome,Vienna,1
Rome,châu Âu,1
Rome,châu á,1
Rome,thành La Mã,1
Rome,thành phố Rome,1
Rome,Ý,3
Rome,Đức,1
Ron Carlson,Karla Faye,1
Ron Carlson,Ron Carlson,1
Ron Claiborne,ABC,1
Ron Claiborne,ABC News,2
Ron Claiborne,Baghdad,3
Ron Claiborne,Ron Claiborne,3
Ronald Noble,Đại học New York,1
Ronald Reagan,Ronald Reagan,1
Rose Lo,Rose La,1
Rouquefort,Pháp,1
Rouquefort,Rouquefort,1
Roxingul,Khahar,1
Roxingul,Rebiya Kadeer,1
Roxingul,Roxingul,1
Roy Romer,ABC News,1
Roy Romer,Panetta,1
Roy Romer,Đảng Roy Romer,1
Roy Thomson,Canada,1
Roy Thomson,Roy Thomson,1
Roy Thomson,Toronto,1
Royal Bank of Canada,Canada,1
Royal Bank of Canada,Hoàng Gia Canada,1
Royal Bank of Canada,ngân hàng Hoàng Gia Canada,1
Royal College,Trường Âm Nhạc Hoàng Gia,1
Royal College,Viện Đại Học Âm Nhạc Hoàng,1
Royal Commission,Hoàng,1
Royal Shakespeare Company,Barbican,1
Royal Shakespeare Company,công ty Shakespeare Hoàng,1
Royal Society,Hội Hoàng,1
Rubens,Rubens,1
Ruby Ridge,Randy Weaver,1
Rufus,Bayer,1
Rufus,Mỹ,1
Rufus,Rufus,1
Runeberg,Phần Lan,1
Runeberg,Runeberg,1
Russell,Russell,1
Russell,Sarah,1
Russia,Baghdad,1
Russia,Estonia,1
Russia,Moscow,1
Russia,Nga,4
Russia,Thụy Điển,1
Russia,Yeltsin,1
Russia,chính phủ Nga,1
Russia,nước Nga,2
Russian,David Wolf,1
Russian,Nga,5
Russian,chính phủ Nga,1
Russians,Nga,1
Russians,Posuvalyuk,1
Rusty Dornin,Rusty Dornin,1
Rusty Dornin,San Francisco,1
Rutan,Rutan,1
Rutherford Institute,Viện Rutherford,1
SBC,California,1
SBC,Connecticut,1
SBC,SBC,1
SBC,Texas,1
SBC,bang Miền Nam New England,1
SONATRACH,Công ty quốc gia SONATRACH,1
SONY,Hãng SONY,1
Sabah,Philippines,1
Sabah,Sabah,1
Sabah,Sarawak,1
Sachi Koto,Sachi Koto,1
Sachiko,Nhật,1
Sacramento,ABC,2
Sacramento,ABC News,4
Sacramento,California,1
Sacramento,Ken Kashiwahara,5
Sacramento,Sacramento,9
Sacramento,Seattle,1
Sacramento,Terry Moran,4
Sacramento,Theodore Kaczynski,1
Sacramento,Vancouver,1
Saddam,"Bill Clinton,",1
Saddam,Hội đồng Bảo an,1
Saddam,Kofi Annan,1
Saddam,Liên Hợp Quốc,1
Saddam,Mỹ,2
Saddam,Saddam,3
Saddam Hussein,Anh,1
Saddam Hussein,Baghdad,1
Saddam Hussein,Blair,1
Saddam Hussein,Bộ ngoại giao,1
Saddam Hussein,Clinton,2
Saddam Hussein,Hội đồng Bảo an,1
Saddam Hussein,Hội đồng Bảo an Liên Hợp Quốc,1
Saddam Hussein,Iraq,3
Saddam Hussein,LHQ,1
Saddam Hussein,Mỹ,3
Saddam Hussein,Saddam Hussein,15
Saddam Hussein,Tổng thống Clinton,2
Saddam Hussein,quốc hội Iraq,1
Sahara,Sa,1
Sahara,Sahara,1
Sahara,sa mạc Sahara,1
Sahara Desert,Sa mạc Sahara,1
Sahara Desert,châu Phi,1
Sai Dong Garment Company,Công ty May Sài Đồng,1
Sai Dong Garment Company,VID Group,1
Saigon,Hải Quan,1
Saigon,Hải Quan gặp đội Sài Gòn,1
Saigon,Sài Gòn,2
Saigon River,Sài Gòn,1
Saigon Time,Saigon Time,1
Saint Louis,Calgary,1
Saint Louis,Fossett,1
Saint Louis,Missouri,1
Saint Louis,Ottawa,1
Saint Louis,Philadelphia,1
Saint Louis,Saint Louis,1
Saint Louis,Tư,1
Sally,Sally,3
Sally Johnson,John Hinckley,1
Sally Johnson,Sally Johnson,2
Sally Johnson,Ted Kaczynski,1
Sally Johnson,Theodore Kaczynski,1
Salzburg,Mozart,1
Salzburg,thành phố Salzburg,1
Sam,ABC,1
Sam,Clinton,1
Sam,Cokie,4
Sam,Mỹ,1
Sam,New York,1
Sam,Nhà Trắng,7
Sam,Paul Begala,1
Sam,Paula Jones,1
Sam,Peter,3
Sam,Sam,9
Sam,Sam Donaldson,1
Sam,Tổng thống Clinton,2
Sam,Washington,1
Sam Donaldson,ABC,8
Sam Donaldson,ABC News,1
Sam Donaldson,Capitol Hill,1
Sam Donaldson,Cokie Roberts,1
Sam Donaldson,Forrest,1
Sam Donaldson,Nhà Trắng,18
Sam Donaldson,Sam,1
Sam Donaldson,Sam Donaldson,25
Sam Donaldson,Trung Tây,1
Samuel,Samuel,1
Samuel Pepys,Samuel Pepys,1
San Antonio,Hãng điện thoại Nam New England,1
San Antonio,San Antonio,1
San Diego,San Diego,1
San Fernando,miền Nam California,1
San Francisco,Francisco,1
San Francisco,Rusty Dornin,1
San Francisco,San Francisco,6
San Francisco,Tokyo,1
San River,Campuchia,2
San River,sông Sê San,1
Sandra,Peru,1
Sandra,Sandra,1
Sandra,Simona,1
Sandra,Wenning,1
Sandy,Sandy,1
Santa Ana,Santa Ana,2
Santa Clara,ABC News,1
Santa Clara,Bill Blakemore,1
Santa Clara,Cuba,1
Santa Clara,Santa Clara,1
Santa Claus,Hoa Kỳ,1
Santa Claus,Santa Claus,1
Santa Claus,Santo Claus,1
Santa Marie,Pin,1
Santa Marie,San,1
Sanwa Bank,ngân hàng SanWa,1
Sao Paulo,Brazil,1
Sao Paulo,Bộ Ngoại,1
Sao Paulo,Sao Paulo,1
Sarah,George,1
Sarah,Jane,1
Sarah,Paris,1
Sarah,Peter,1
Sarah,Pierre,1
Sarah,Russell,1
Sarah,Sarah,10
Sarah,Scotland,1
Sarawak,Philippines,1
Sarawak,Sabah,1
Sarawak,Sarawak,1
Sasha,Sasha,1
Saturn,Hải,1
Saudi Arabia,Bahrain,1
Saudi Arabia,Saudi Arabia,1
Saxon,Dân Anglo,1
Saxon,Saxon,1
Saxon,Đức,1
Schering,Schering,2
Schering,Tập đoàn Bayer,1
Schering AG,Bayer,1
Schering Executive Board,Ban chấp hành Schering,1
Scientific Advisory Committee of the Wuppertal Institute,Ủy ban Cố vấn khoa học của Viện Wuppertal,1
Scotland,Anh,2
Scotland,Bắc Ireland,3
Scotland,Chính phủ Anh,1
Scotland,Cộng hòa Ireland,1
Scotland,Hội,1
Scotland,London,1
Scotland,Paris,2
Scotland,Pháp,1
Scotland,Pierre,1
Scotland,Sarah,1
Scotland,Scotland,9
Scotland,Scốtlen,1
Scotland,Tô Cách Lan,1
Scotland,Vương quốc Anh,1
Scotland,Xcôtlen,1
Scotland,Xcốt,1
Scotland,Xcốtlen,4
Scotland,nước Anh,1
Scotland,sông Firth of Forth,1
Scotland,vùng Tô Cách Lan,1
Scotland,xứ Wales,2
Scott,Amundsen,1
Scott,Nam cực,1
Scott Ritter,Baghdad,1
Scott Ritter,Hoa Kỳ,1
Scott Ritter,Iraq,1
Scott Ritter,Liên Hợp Quốc,1
Scott Ritter,Scott Ritter,2
Scout Association,hội Hướng Đạo,1
Seattle,Sacramento,1
Seattle,Seattle,1
Seattle,Vancouver,1
Secret Service,ABC News,1
Secret Service,Bộ Tài chính đã giám sát Cơ quan Mật,1
Secret Service,Clinton,2
Secret Service,Cơ quan Mật,3
Secret Service,Dallas Morning News,1
Secret Service,John F Kennedy,1
Secret Service,Lewinsky,1
Secret Service,Monica Lewinsky,1
Secret Service,Noble,1
Security Council,Anh,2
Security Council,Blair,1
Security Council,Bộ ngoại giao Albright,1
Security Council,Châu Âu,1
Security Council,Hội đồng Bảo,1
Security Council,Hội đồng Bảo an,2
Security Council,Hội đồng Bảo an rằng nhóm,1
Security Council,Hội đồng Bảo an thông,1
Security Council,Hội đồng Bảo an và UNMIK,1
Security Council,Kofi Annan,1
Security Council,Liên Hợp Quốc,1
Security Council,Mỹ,1
Security Council,Pháp,1
Security Council,Richard Butler,1
Security Council,Saddam,1
Security Council,Saddam Hussein,1
Seed,Cục Sức khỏe,1
Seed,Donna Shalala,1
Seed,Seed,2
Seed,Thuốc,1
Seine River,sông Senie,1
Seitz,Anh,4
Seitz,Clinton,1
Seitz,IRA,3
Seitz,John Major,1
Seitz,Kennedy Smith,1
Seitz,London,1
Seitz,Mỹ,1
Seitz,Seitz,2
Seitz,Số mười Downing Street,1
Seitz,Đại sứ Seitz tuyên bố chính phủ Anh,1
Selma,Alabama,1
Selma,Montgomery,1
Selma,Selma,1
Senate,Gingrich,1
Senate,Hoa Kỳ,1
Senate,Hạ Viện,1
Senate,Thượng Viện,1
Senate,đảng Cộng Hoà,1
Sendai,Sendai,1
Sendai,trung tâm Sendai,1
Serbia,Serbia,1
Shah Jehan,Shah Jehan,1
Shah Jehan,Taj Mahal,1
Shakespeare,Anh,2
Shakespeare,Hamlet,1
Shakespeare,Shakespeare,25
Shakespeare,Sêchxpia,1
Shakespeare,Xếchpia,1
Shakespeare,Xếchxpia,1
Shammond Williams,Carolina,1
Shammond Williams,Clemson,1
Shammond Williams,Shammond Williams,1
Shan,Shan,1
Shandong Cuisine,Hoa Đào,1
Shandong Cuisine,Sơn Đông,1
Shanghai,Bắc Kinh,1
Shanghai,Montreal,1
Shanghai,Quảng Đông,1
Shanghai,Smith,1
Shanghai,Thượng Hải,10
Shanghai,Tứ Xuyên,1
Shanghai Branch,Li Lin,1
Shanghai Branch,Ngân,1
Shanghai Branch,Ngân Hàng Công Thương,1
Shanghai Branch,Owen,1
Shanghai Branch,Thượng Hải,3
Shanghai Branch,Trung Quốc,1
Shanghai Branch,ngân hàng Trung Quốc,1
Shaoxing,Thiệu Hưng,1
Sharon,Sharon,3
Sharon,Terry,2
Sheffield,Manchester,1
Sheffield,Sheffield,1
Sheila,Sheila,2
Sheila,Shella,1
Sheila MacVicar,ABC,1
Sheila MacVicar,Sheila MacVicar,1
Sheila MacVicar,thủ đô Iraq,1
Shelley,Shelley,1
Shelly,Keats,1
Shelly,Shelly,1
Shenzhen,Thâm Quyến,1
Shepherd,Shepherd,1
Sherlock Holmes,Sherlock Holmes,3
Shi,Shi,1
Siberia,Sở Đăng Ký Xe,1
Sichuan,Bắc Kinh,1
Sichuan,Quảng Đông,3
Sichuan,Thượng Hải,1
Sichuan,Tứ Xuyên,5
Siemens Company,Việt Nam,1
Siemens Company,hãng Siemens,1
Sierra,Sierra,1
Sierra Nevada,Sierra Nevada,1
Sierra Nevada,rặng Appalachians,1
Sierra Nevada,rặng núi Rocky,1
Silicon Valley,Silicon Valley,1
SilkAir,Boeing,1
Simon,Simon,1
Simona,Peru,1
Simona,Sandra,1
Simona,Simona,1
Simona,Wenning,1
Simpson,Simpson,1
Simpson,Smith,1
Singapore,Ahmed,1
Singapore,Ambika,1
Singapore,Bệnh viện Gleneagles,1
Singapore,Công nghệ Y tế,1
Singapore,Davidson,1
Singapore,Esha,1
Singapore,Hoa Kỳ,1
Singapore,Hàn Quốc,1
Singapore,Hãng hàng không Singapore,1
Singapore,Hồng Kông,1
Singapore,London,1
Singapore,Nhật Bản,1
Singapore,Pháp,1
Singapore,Quảng Châu đến Wellington,1
Singapore,Singapo,21
Singapore,Singapore,8
Singapore,Xu Singapo,1
Singapore,hãng hàng không Singapore,1
Singapore,Đông Nam Á,1
Singapore,Độc đáo Singapo,2
Singapore Airlines,Hãng Hàng không Singapore,1
Sinn Fein,Anh,1
Sinn Fein,Edward Kennedy,1
